customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,review_missing,used_promo,purchases_per_year,engagement_score,promo_dependency_score,promo_dependency_tier,lifetime_value_proxy,value_tier,satisfaction_tier,high_satisfaction,loyalty_score_a,loyalty_score_b,loyal_a_flag,loyal_b_flag
114,44,Male,Hat,Accessories,54,New Jersey,L,Maroon,Winter,3.1,Yes,Next Day Air,Yes,Yes,20,PayPal,Quarterly,0,1,4,25.6,74.4,High Dependency,1080,Silver,Dissatisfied,0,25.6,0.0,0,0
115,70,Male,Coat,Outerwear,95,Massachusetts,S,Blue,Summer,3.7,Yes,Store Pickup,Yes,Yes,9,Cash,Weekly,0,1,52,49.8,50.2,Moderate Dependency,855,Silver,Neutral,0,49.8,0.0,0,0
116,53,Male,Skirt,Clothing,94,Wyoming,M,Gray,Spring,3.8,Yes,Standard,Yes,Yes,48,Debit Card,Every 3 Months,0,1,4,59.9,40.1,Moderate Dependency,4512,Platinum,Neutral,0,59.9,70.9,1,1
117,55,Male,Shoes,Footwear,86,Virginia,S,Blue,Spring,3.4,Yes,Free Shipping,Yes,Yes,12,Venmo,Annually,0,1,1,13.5,86.5,High Dependency,1032,Silver,Neutral,0,13.5,0.0,0,0
118,50,Male,Sandals,Footwear,32,South Dakota,L,Yellow,Summer,4.6,Yes,Express,Yes,Yes,29,Cash,Fortnightly,0,1,26,53.9,46.1,Moderate Dependency,928,Silver,Satisfied,1,53.9,0.0,0,0
119,50,Male,Sweater,Clothing,45,Kentucky,L,Orange,Fall,4.8,Yes,2-Day Shipping,Yes,Yes,27,Cash,Bi-Weekly,0,1,26,51.4,48.6,Moderate Dependency,1215,Silver,Satisfied,1,51.4,0.0,0,0
120,38,Male,Coat,Outerwear,76,Wyoming,M,Orange,Fall,4.3,Yes,Express,Yes,Yes,44,Cash,Annually,0,1,1,52.7,47.3,Moderate Dependency,3344,Platinum,Satisfied,1,52.7,43.5,0,1
121,64,Male,Hat,Accessories,84,West Virginia,L,Red,Summer,4.0,Yes,Express,Yes,Yes,32,Bank Transfer,Annually,0,1,1,38.0,62.0,Moderate Dependency,2688,Platinum,Neutral,0,38.0,22.8,0,0
122,19,Male,Shorts,Clothing,72,Virginia,M,Olive,Winter,4.2,Yes,Standard,Yes,Yes,11,Cash,Fortnightly,0,1,26,31.9,68.1,High Dependency,792,Silver,Satisfied,1,31.9,0.0,0,0
123,40,Male,Backpack,Accessories,40,Washington,L,Brown,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,44,Cash,Fortnightly,0,1,26,72.3,27.7,Low Dependency,1760,Gold,Satisfied,1,72.3,21.3,1,0
124,57,Male,Sweater,Clothing,89,Louisiana,L,Brown,Fall,3.1,Yes,Free Shipping,Yes,Yes,46,Cash,Weekly,0,1,52,95.1,4.9,Low Dependency,4094,Platinum,Dissatisfied,0,95.1,80.2,1,1
125,44,Male,Sweater,Clothing,86,Nevada,M,Gray,Spring,3.1,Yes,Next Day Air,Yes,Yes,50,PayPal,Annually,0,1,1,60.0,40.0,Moderate Dependency,4300,Platinum,Dissatisfied,0,60.0,66.6,1,1
126,49,Male,Shorts,Clothing,54,California,M,Indigo,Winter,3.6,Yes,Next Day Air,Yes,Yes,45,Venmo,Every 3 Months,0,1,4,56.2,43.8,Moderate Dependency,2430,Platinum,Neutral,0,56.2,26.8,1,0
127,43,Male,Shorts,Clothing,36,Mississippi,L,Pink,Spring,3.9,Yes,Store Pickup,Yes,Yes,48,Cash,Every 3 Months,0,1,4,59.9,40.1,Moderate Dependency,1728,Gold,Neutral,0,59.9,14.4,1,0
128,24,Male,Sweater,Clothing,89,Mississippi,M,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,26,Credit Card,Weekly,0,1,52,70.6,29.4,Low Dependency,2314,Platinum,Satisfied,1,70.6,31.7,1,1
129,20,Male,Scarf,Accessories,32,California,M,Gold,Spring,4.7,Yes,Standard,Yes,Yes,21,Credit Card,Fortnightly,0,1,26,44.1,55.9,Moderate Dependency,672,Silver,Satisfied,1,44.1,0.0,0,0
130,24,Male,Dress,Clothing,67,Pennsylvania,XL,Olive,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,49,PayPal,Bi-Weekly,0,1,26,78.4,21.6,Low Dependency,3283,Platinum,Satisfied,1,78.4,55.3,1,1
131,44,Male,Scarf,Accessories,39,Kentucky,L,Violet,Fall,3.7,Yes,Next Day Air,Yes,Yes,13,PayPal,Fortnightly,0,1,26,34.3,65.7,Moderate Dependency,507,Bronze,Neutral,0,34.3,0.0,0,0
132,28,Male,Skirt,Clothing,29,Maine,L,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,46,Credit Card,Weekly,0,1,52,95.1,4.9,Low Dependency,1334,Gold,Neutral,0,95.1,24.2,1,0
133,30,Male,Backpack,Accessories,58,New Mexico,M,Orange,Fall,4.7,Yes,2-Day Shipping,Yes,Yes,42,PayPal,Weekly,0,1,52,90.2,9.8,Low Dependency,2436,Platinum,Satisfied,1,90.2,44.0,1,1
134,52,Male,Sweater,Clothing,65,Montana,M,Violet,Winter,2.5,Yes,Next Day Air,Yes,Yes,25,Venmo,Annually,0,1,1,29.4,70.6,High Dependency,1625,Gold,Dissatisfied,0,29.4,0.0,0,0
135,43,Male,Hat,Accessories,94,Texas,L,Gray,Fall,4.9,Yes,Store Pickup,Yes,Yes,25,Cash,Monthly,0,1,12,38.0,62.0,Moderate Dependency,2350,Platinum,Satisfied,1,38.0,15.9,0,0
136,43,Male,Sandals,Footwear,81,Kansas,M,Purple,Fall,4.1,Yes,Express,Yes,Yes,12,PayPal,Quarterly,0,1,4,15.8,84.2,High Dependency,972,Silver,Satisfied,1,15.8,0.0,0,0
137,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Free Shipping,Yes,Yes,4,Debit Card,Quarterly,0,1,4,6.0,94.0,High Dependency,344,Bronze,Neutral,0,6.0,0.0,0,0
138,68,Male,Sneakers,Footwear,43,Colorado,M,Turquoise,Spring,4.7,Yes,Free Shipping,Yes,Yes,38,PayPal,Weekly,0,1,52,85.3,14.7,Low Dependency,1634,Gold,Satisfied,1,85.3,25.3,1,0
139,68,Male,Skirt,Clothing,29,Georgia,M,Maroon,Winter,4.4,Yes,Store Pickup,Yes,Yes,42,Bank Transfer,Weekly,0,1,52,90.2,9.8,Low Dependency,1218,Silver,Satisfied,1,90.2,19.3,1,0
140,49,Male,Coat,Outerwear,95,Florida,M,White,Fall,3.8,Yes,Store Pickup,Yes,Yes,30,Venmo,Annually,0,1,1,35.5,64.5,Moderate Dependency,2850,Platinum,Neutral,0,35.5,24.8,0,0
141,63,Male,Shirt,Clothing,28,North Carolina,L,Yellow,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,50,Credit Card,Weekly,0,1,52,100.0,0.0,Low Dependency,1400,Gold,Neutral,0,100.0,28.0,1,0
142,56,Male,Gloves,Accessories,46,Virginia,M,Turquoise,Fall,4.9,Yes,Free Shipping,Yes,Yes,45,PayPal,Weekly,0,1,52,93.9,6.1,Low Dependency,2070,Gold,Satisfied,1,93.9,38.5,1,1
143,37,Male,Jacket,Outerwear,58,Nebraska,L,Violet,Fall,3.1,Yes,Free Shipping,Yes,Yes,33,Credit Card,Fortnightly,0,1,26,58.8,41.2,Moderate Dependency,1914,Gold,Dissatisfied,0,58.8,17.6,1,0
144,30,Male,Coat,Outerwear,48,Missouri,M,Beige,Fall,2.7,Yes,Store Pickup,Yes,Yes,25,PayPal,Quarterly,0,1,4,31.7,68.3,High Dependency,1200,Silver,Dissatisfied,0,31.7,0.0,0,0
145,19,Male,Shoes,Footwear,43,New Jersey,M,Silver,Fall,3.2,Yes,Express,Yes,Yes,25,Cash,Monthly,0,1,12,38.0,62.0,Moderate Dependency,1075,Silver,Dissatisfied,0,38.0,0.0,0,0
146,24,Male,Jewelry,Accessories,95,Missouri,M,Teal,Fall,4.5,Yes,Standard,Yes,Yes,44,Debit Card,Quarterly,0,1,4,55.0,45.0,Moderate Dependency,4180,Platinum,Satisfied,1,55.0,61.6,0,1
147,52,Male,Skirt,Clothing,30,Colorado,S,Black,Fall,4.0,Yes,Standard,Yes,Yes,21,Venmo,Fortnightly,0,1,26,44.1,55.9,Moderate Dependency,630,Silver,Neutral,0,44.1,0.0,0,0
148,63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,Yes,2-Day Shipping,Yes,Yes,31,Bank Transfer,Fortnightly,0,1,26,56.3,43.7,Moderate Dependency,1984,Gold,Neutral,0,56.3,17.8,1,0
149,37,Male,Gloves,Accessories,90,Wyoming,M,Gray,Fall,2.6,Yes,Store Pickup,Yes,Yes,47,Debit Card,Annually,0,1,1,56.3,43.7,Moderate Dependency,4230,Platinum,Dissatisfied,0,56.3,63.3,1,1
150,38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Yes,Free Shipping,Yes,Yes,14,PayPal,Monthly,0,1,12,24.5,75.5,High Dependency,1064,Silver,Dissatisfied,0,24.5,0.0,0,0
151,35,Male,Boots,Footwear,96,California,L,Cyan,Fall,4.9,Yes,Standard,Yes,Yes,17,Debit Card,Every 3 Months,0,1,4,21.9,78.1,High Dependency,1632,Gold,Satisfied,1,21.9,0.0,0,0
152,28,Male,Sunglasses,Accessories,47,North Dakota,L,Turquoise,Fall,4.5,Yes,Next Day Air,Yes,Yes,3,Venmo,Annually,0,1,1,2.4,97.6,High Dependency,141,Bronze,Satisfied,1,2.4,0.0,0,0
153,30,Male,Shirt,Clothing,85,South Carolina,S,Brown,Summer,4.3,Yes,Express,Yes,Yes,42,Venmo,Annually,0,1,1,50.2,49.8,Moderate Dependency,3570,Platinum,Satisfied,1,50.2,46.8,0,1
154,69,Male,Hoodie,Clothing,55,North Carolina,M,Maroon,Winter,3.2,Yes,Standard,Yes,Yes,22,Debit Card,Annually,0,1,1,25.7,74.3,High Dependency,1210,Silver,Dissatisfied,0,25.7,0.0,0,0
155,41,Male,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,Yes,21,Venmo,Quarterly,0,1,4,26.8,73.2,High Dependency,2058,Gold,Neutral,0,26.8,4.4,0,0
156,63,Male,Socks,Clothing,77,Maine,S,Olive,Spring,4.3,Yes,Free Shipping,Yes,Yes,21,Bank Transfer,Quarterly,0,1,4,26.8,73.2,High Dependency,1617,Gold,Satisfied,1,26.8,0.0,0,0
157,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4.0,Yes,Standard,Yes,Yes,40,Debit Card,Annually,0,1,1,47.8,52.2,Moderate Dependency,1040,Silver,Neutral,0,47.8,0.0,0,0
158,36,Male,Hat,Accessories,68,Vermont,S,Yellow,Fall,3.0,Yes,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly,0,1,26,19.6,80.4,High Dependency,68,Bronze,Dissatisfied,0,19.6,0.0,0,0
159,25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,Yes,Standard,Yes,Yes,50,Bank Transfer,Monthly,0,1,12,68.6,31.4,Low Dependency,3650,Platinum,Satisfied,1,68.6,57.8,1,1
160,58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Every 3 Months,0,1,4,48.9,51.1,Moderate Dependency,1053,Silver,Neutral,0,48.9,0.0,0,0
161,27,Male,Gloves,Accessories,23,Texas,M,Orange,Summer,4.6,Yes,Free Shipping,Yes,Yes,34,Venmo,Monthly,0,1,12,49.0,51.0,Moderate Dependency,782,Silver,Satisfied,1,49.0,0.0,0,0
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3.0,Yes,Express,Yes,Yes,29,Venmo,Fortnightly,0,1,26,53.9,46.1,Moderate Dependency,1421,Gold,Dissatisfied,0,53.9,5.1,0,0
163,54,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3.0,Yes,Store Pickup,Yes,Yes,31,PayPal,Bi-Weekly,0,1,26,56.3,43.7,Moderate Dependency,2294,Platinum,Dissatisfied,0,56.3,24.0,1,0
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,Standard,Yes,Yes,8,Debit Card,Weekly,0,1,52,48.6,51.4,Moderate Dependency,536,Bronze,Neutral,0,48.6,0.0,0,0
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Yes,Free Shipping,Yes,Yes,5,Credit Card,Fortnightly,0,1,26,24.5,75.5,High Dependency,325,Bronze,Dissatisfied,0,24.5,0.0,0,0
166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Store Pickup,Yes,Yes,7,Cash,Monthly,0,1,12,16.0,84.0,High Dependency,420,Bronze,Dissatisfied,0,16.0,0.0,0,0
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,Yes,Store Pickup,Yes,Yes,30,Cash,Monthly,0,1,12,44.1,55.9,Moderate Dependency,930,Silver,Neutral,0,44.1,0.0,0,0
168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4.0,Yes,Express,Yes,Yes,14,Credit Card,Every 3 Months,0,1,4,18.3,81.7,High Dependency,378,Bronze,Neutral,0,18.3,0.0,0,0
169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3.0,Yes,Express,Yes,Yes,5,Cash,Fortnightly,0,1,26,24.5,75.5,High Dependency,400,Bronze,Dissatisfied,0,24.5,0.0,0,0
170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,Yes,3,PayPal,Every 3 Months,0,1,4,4.8,95.2,High Dependency,90,Bronze,Neutral,0,4.8,0.0,0,0
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,Yes,Yes,46,Venmo,Bi-Weekly,0,1,26,74.7,25.3,Low Dependency,1150,Silver,Dissatisfied,0,74.7,10.1,1,0
172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,Yes,4,Credit Card,Weekly,0,1,52,43.7,56.3,Moderate Dependency,140,Bronze,Neutral,0,43.7,0.0,0,0
173,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,Yes,Yes,42,Credit Card,Bi-Weekly,0,1,26,69.8,30.2,Low Dependency,2814,Platinum,Neutral,0,69.8,41.4,1,1
174,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,Yes,30,Cash,Annually,0,1,1,35.5,64.5,Moderate Dependency,1380,Gold,Neutral,0,35.5,0.0,0,0
175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Express,Yes,Yes,37,Venmo,Annually,0,1,1,44.1,55.9,Moderate Dependency,1295,Gold,Neutral,0,44.1,0.0,0,0
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Annually,0,1,1,1.2,98.8,High Dependency,172,Bronze,Dissatisfied,0,1.2,0.0,0,0
177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,Yes,Next Day Air,Yes,Yes,30,Credit Card,Quarterly,0,1,4,37.9,62.1,Moderate Dependency,2430,Platinum,Dissatisfied,0,37.9,17.5,0,0
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly,0,1,12,65.0,35.0,Moderate Dependency,1974,Gold,Neutral,0,65.0,21.9,1,0
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,21,PayPal,Quarterly,0,1,4,26.8,73.2,High Dependency,903,Silver,Satisfied,1,26.8,0.0,0,0
180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Yes,Store Pickup,Yes,Yes,9,Bank Transfer,Fortnightly,0,1,26,29.4,70.6,High Dependency,279,Bronze,Satisfied,1,29.4,0.0,0,0
181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,Yes,Store Pickup,Yes,Yes,12,Debit Card,Fortnightly,0,1,26,33.1,66.9,High Dependency,972,Silver,Neutral,0,33.1,0.0,0,0
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly,0,1,52,43.7,56.3,Moderate Dependency,244,Bronze,Satisfied,1,43.7,0.0,0,0
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,Yes,10,Debit Card,Annually,0,1,1,11.0,89.0,High Dependency,960,Silver,Dissatisfied,0,11.0,0.0,0,0
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly,0,1,52,70.6,29.4,Low Dependency,754,Silver,Neutral,0,70.6,0.0,1,0
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.0,Yes,Express,Yes,Yes,40,Cash,Fortnightly,0,1,26,67.4,32.6,Low Dependency,1320,Gold,Dissatisfied,0,67.4,9.9,1,0
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,Yes,34,Bank Transfer,Fortnightly,0,1,26,60.0,40.0,Moderate Dependency,1088,Silver,Satisfied,1,60.0,1.4,1,0
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,Yes,31,Debit Card,Annually,0,1,1,36.7,63.3,Moderate Dependency,1736,Gold,Dissatisfied,0,36.7,2.8,0,0
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly,0,1,26,19.6,80.4,High Dependency,94,Bronze,Neutral,0,19.6,0.0,0,0
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,0,1,26,24.5,75.5,High Dependency,265,Bronze,Dissatisfied,0,24.5,0.0,0,0
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,Yes,4,Credit Card,Weekly,0,1,52,43.7,56.3,Moderate Dependency,328,Bronze,Satisfied,1,43.7,0.0,0,0
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3.0,Yes,Free Shipping,Yes,Yes,48,Venmo,Quarterly,0,1,4,59.9,40.1,Moderate Dependency,3360,Platinum,Dissatisfied,0,59.9,47.5,1,1
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,Yes,29,Cash,Every 3 Months,0,1,4,36.6,63.4,Moderate Dependency,2204,Gold,Neutral,0,36.6,12.3,0,0
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,Yes,Yes,12,PayPal,Bi-Weekly,0,1,26,33.1,66.9,High Dependency,348,Bronze,Dissatisfied,0,33.1,0.0,0,0
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,Yes,Standard,Yes,Yes,29,Venmo,Annually,0,1,1,34.3,65.7,Moderate Dependency,2900,Platinum,Dissatisfied,0,34.3,25.2,0,0
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Express,Yes,Yes,15,Debit Card,Quarterly,0,1,4,19.5,80.5,High Dependency,1410,Gold,Dissatisfied,0,19.5,0.0,0,0
196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34,Credit Card,Monthly,0,1,12,49.0,51.0,Moderate Dependency,850,Silver,Satisfied,1,49.0,0.0,0,0
197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly,0,1,26,68.6,31.4,Low Dependency,3608,Platinum,Neutral,0,68.6,56.9,1,1
198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly,0,1,12,57.6,42.4,Moderate Dependency,3198,Platinum,Dissatisfied,0,57.6,43.0,1,1
199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39,Credit Card,Fortnightly,0,1,26,66.1,33.9,Moderate Dependency,1755,Gold,Satisfied,1,66.1,18.1,1,0
200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,Yes,32,Cash,Weekly,0,1,52,78.0,22.0,Low Dependency,2336,Platinum,Neutral,0,78.0,35.9,1,1
201,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,29,Venmo,Monthly,0,1,12,42.9,57.1,Moderate Dependency,1769,Gold,Neutral,0,42.9,6.6,0,0
202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,Yes,15,Bank Transfer,Annually,0,1,1,17.1,82.9,High Dependency,330,Bronze,Satisfied,1,17.1,0.0,0,0
203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,Yes,33,Venmo,Annually,0,1,1,39.2,60.8,Moderate Dependency,1254,Silver,Dissatisfied,0,39.2,0.0,0,0
204,70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,0,1,52,60.8,39.2,Moderate Dependency,684,Silver,Dissatisfied,0,60.8,0.0,1,0
205,24,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4.0,Yes,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,0,1,26,61.2,38.8,Moderate Dependency,3500,Platinum,Neutral,0,61.2,51.0,1,1
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3.0,Yes,Standard,Yes,Yes,25,PayPal,Weekly,0,1,52,69.4,30.6,Low Dependency,1600,Gold,Dissatisfied,0,69.4,16.6,1,0
207,24,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.2,Yes,Free Shipping,Yes,Yes,6,Venmo,Fortnightly,0,1,26,25.7,74.3,High Dependency,330,Bronze,Satisfied,1,25.7,0.0,0,0
208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Yes,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,0,1,26,39.2,60.8,Moderate Dependency,1547,Gold,Dissatisfied,0,39.2,0.3,0,0
209,57,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.1,Yes,Store Pickup,Yes,Yes,17,Credit Card,Monthly,0,1,12,28.2,71.8,High Dependency,646,Silver,Satisfied,1,28.2,0.0,0,0
210,55,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,44,Cash,Every 3 Months,0,1,4,55.0,45.0,Moderate Dependency,4268,Platinum,Dissatisfied,0,55.0,63.4,0,1
211,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly,0,1,26,25.7,74.3,High Dependency,132,Bronze,Dissatisfied,0,25.7,0.0,0,0
212,69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly,0,1,26,73.5,26.5,Low Dependency,4140,Platinum,Satisfied,1,73.5,70.2,1,1
213,67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Yes,Express,Yes,Yes,7,Debit Card,Annually,0,1,1,7.3,92.7,High Dependency,588,Bronze,Satisfied,1,7.3,0.0,0,0
214,30,Male,Handbag,Accessories,93,Nevada,L,Peach,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months,0,1,4,14.6,85.4,High Dependency,1023,Silver,Satisfied,1,14.6,0.0,0,0
215,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,Yes,41,Cash,Every 3 Months,0,1,4,51.3,48.7,Moderate Dependency,2050,Gold,Satisfied,1,51.3,16.6,0,0
216,62,Male,Scarf,Accessories,64,New Jersey,S,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly,0,1,26,47.8,52.2,Moderate Dependency,1536,Gold,Dissatisfied,0,47.8,4.4,0,0
217,43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,Free Shipping,Yes,Yes,21,Venmo,Weekly,0,1,52,64.5,35.5,Moderate Dependency,1281,Gold,Neutral,0,64.5,7.6,1,0
218,35,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,Yes,24,Bank Transfer,Annually,0,1,1,28.2,71.8,High Dependency,1152,Silver,Neutral,0,28.2,0.0,0,0
219,28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,Yes,8,Credit Card,Quarterly,0,1,4,10.9,89.1,High Dependency,360,Bronze,Dissatisfied,0,10.9,0.0,0,0
220,32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3.0,Yes,Free Shipping,Yes,Yes,12,Cash,Fortnightly,0,1,26,33.1,66.9,High Dependency,1056,Silver,Dissatisfied,0,33.1,0.0,0,0
221,39,Male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,3.7,Yes,Express,Yes,Yes,48,Debit Card,Fortnightly,0,1,26,77.2,22.8,Low Dependency,2736,Platinum,Neutral,0,77.2,43.6,1,1
222,28,Male,Hat,Accessories,68,North Carolina,XL,Magenta,Summer,4.4,Yes,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly,0,1,4,8.5,91.5,High Dependency,408,Bronze,Satisfied,1,8.5,0.0,0,0
223,47,Male,Gloves,Accessories,94,New York,XL,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly,0,1,26,35.5,64.5,Moderate Dependency,1316,Gold,Satisfied,1,35.5,0.0,0,0
224,20,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,Yes,34,PayPal,Annually,0,1,1,40.4,59.6,Moderate Dependency,1394,Gold,Satisfied,1,40.4,0.0,0,0
225,63,Male,Socks,Clothing,83,South Dakota,S,Beige,Summer,2.9,Yes,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,0,1,4,15.8,84.2,High Dependency,996,Silver,Dissatisfied,0,15.8,0.0,0,0
226,25,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,11,Bank Transfer,Annually,0,1,1,12.2,87.8,High Dependency,242,Bronze,Dissatisfied,0,12.2,0.0,0,0
227,29,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5,PayPal,Monthly,0,1,12,13.5,86.5,High Dependency,370,Bronze,Neutral,0,13.5,0.0,0,0
228,50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25,Venmo,Fortnightly,0,1,26,49.0,51.0,Moderate Dependency,2250,Platinum,Satisfied,1,49.0,19.5,0,0
